#DroneDeploy	4.68.0
#Flight Recorder
Session ID	61a804011591990426bf2100
Session Start	12/01/2021 23:23:45
#Device
Device Model	SM-G981U1
Device Manufacturer	samsung
Device Operating System	Android	11
#Aircraft
Aircraft Model	Mavic 2 Pro
Aircraft Name	JMM Mavic 2 Pro
Aircraft Firmware	01.00.0770
#Aircraft Battery
Full Charge Volume (mAh)	3672
Remaining Life (%)	100
Discharges	26
#Components
Battery Cells Number	3
Battery Serial Number	0P2DHA46440515
Battery Firmware	02.74.07.37
Flight Controller Serial Number	1633J6G001M031
Flight Controller Firmware	03.04.00.64
Gimbal Firmware	00.01.10.91
Remote Control Serial Number	1DUCH9UR02642V
Remote Control Firmware	01.00.0770
Camera Serial Number	0K8TFBH0021589
Camera Firmware	00.14.00.06
Date/Time (GMT)	Elapsed Time (sec)	Info	Aircraft Battery Power (%)	Aircraft Battery Charge (mAh)	Aircraft Battery Current (mA)	Aircraft Battery Voltage (mV)	Aircraft Battery Temperature (Fahrenheit)	Aircraft Battery Last Updated (ms)	Aircraft Battery Cell 1 Voltage (mV)	Aircraft Battery Cell 2 Voltage (mV)	Aircraft Battery Cell 3 Voltage (mV)	Aircraft Battery Cell 4 Voltage (mV)	Aircraft Latitude (Degrees)	Aircraft Longitude (Degrees)	Aircraft Barometric Altitude (ft)	Aircraft Heading (Degrees)	Aircraft Pitch (Degrees)	Aircraft Roll (Degrees)	Aircraft Satellites	Aircraft Motors On	Aircraft Flying	Aircraft Flight Mode	Aircraft Flight Mode Value	Aircraft IMU Preheating	Aircraft Ultrasonic On	Aircraft Ultrasonic Altitude (ft)	Aircraft Vision On	Aircraft GPS Signal	Aircraft GPS Signal Value	Aircraft No-Fly	Aircraft No-Fly Value	Aircraft No-fly Latitude (Degrees)	Aircraft No-fly Longitude (Degrees)	Aircraft No-fly Radius (ft)	Home Latitude (Degrees)	Home Longitude (Degrees)	Aircraft Smart Go-home Flight Time Remaining (sec)	Aircraft Smart Go-home Flight Return Time (sec)	Aircraft Smart Go-home Landing Time (sec)	Aircraft Smart Go-home Return Power (%)	Aircraft Smart Go-home Landing Power (%)	Aircraft Smart Go-home Radius (ft)	Aircraft Smart Go-home Countdown (sec)	Aircraft Smart Go-home State	Aircraft System State Last Updated (ms)	Gimbal Pitch (Degrees)	Gimbal Roll (Degrees)	Gimbal Yaw (Degrees)	Gimbal Mode	Gimbal Mode Value	Gimbal Pitch at Stop	Gimbal Roll at Stop	Gimbal Yaw at Stop	Gimbal State Last Updated (ms)	Landing Gear is Movable	Landing Gear Status	Landing Gear Status Value	Landing Gear Mode	Landing Gear Mode Value	RC State	RC State Value	RC Left Horizontal	RC Left Vertical	RC Right Horizontal	RC Right Vertical	RC Left Wheel	RC Right Wheel	RC Landing Gear	RC Landing Gear Value	RC Go Home	RC Record	RC Shutter	RC Playback	RC Pause	RC Custom 1	RC Custom 2	RC State Last Updated (ms)	RC Battery (%)	RC Satellites	RC Horizontal Accuracy (ft)	RC Latitude (Degrees)	RC Longitude (Degrees)	RC GPS Last Updated (ms)	RC Signal 1 (%)	RC Signal 2 (%)	RC Signal Last Updated (ms)	LB Signal 1 (%)	LB Signal 2 (%)	LB Signal Last Updated (ms)	Aircraft Camera Mode	Aircraft Camera Mode Value	Aircraft Camera Overheated	Aircraft Camera Sensor Error	Aircraft Camera Recording	Aircraft Camera Raw Capture	Aircraft Camera Interval Capture	Aircraft Camera Burst Capture	Aircraft Camera Single Capture	Aircraft Camera Storing Photo	Aircraft Camera SD Card Exists	Aircraft Camera SD Card Remaining (%)	Aircraft Camera Lens Installed	Aircraft Camera Lens Type	Aircraft Camera Lens Type Value	Aircraft Camera Lens AF Enabled	Aircraft Camera Lens Focus Mode	Aircraft Camera Lens Focus Mode Value	Aircraft Camera Lens Focus Status	Aircraft Camera Lens Focus Status Value	Aircraft Camera Lens MF Assistant	Aircraft Camera Lens AF Assistant	Aircraft Camera Lens Assistant Working	Device > Aircraft Distance - XY (ft)	Aircraft Vel - X (mph)	Aircraft Vel - Y (mph)	Aircraft Vel - Z (mph)	Aircraft Speed (mph)
12/01/2021 23:25:50	125.519		65	2366	-1293	15916	38.8	15	3985	3978	3979	3972	32.961381297745945	-97.27657602594964	55.774277	112.8	0.0	0.0	15.0	1	1	Landing	12	0	1	56.102364	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1277	1277	5	0	N/A	5039.962	0	IDLE	101	0.0	0.0	16.8	YawFollowMode	2	0	0	0	53	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	49.73600762786865	0.0	0.0	2.0132475	0.0
12/01/2021 23:25:50	125.619		65	2366	-1293	15916	38.8	15	3985	3978	3979	3972	32.96138129773845	-97.2765760259171	55.446194	112.8	0.0	0.0	15.0	1	1	Landing	12	0	1	55.774277	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1277	1277	5	0	N/A	5039.962	0	IDLE	100	0.0	0.0	16.8	YawFollowMode	2	0	0	0	145	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	49.73601701431274	0.0	0.0	2.0132475	0.0
12/01/2021 23:25:50	125.719		65	2366	-1300	15915	38.8	17	3985	3978	3979	3972	32.96138129772453	-97.27657602586477	55.118107	112.8	0.0	0.0	15.0	1	1	Landing	12	0	1	55.446194	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1277	1277	5	0	N/A	5039.962	0	IDLE	101	0.0	0.0	16.8	YawFollowMode	2	0	0	0	103	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	49.73602952957154	0.0	0.0	2.0132475	0.0
12/01/2021 23:25:50	125.819		65	2366	-1300	15915	38.8	15	3985	3978	3979	3972	32.961381297704314	-97.27657602579552	54.790028	112.8	0.0	0.0	15.0	1	1	Landing	12	0	1	55.118114	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1277	1277	5	0	N/A	5039.962	0	IDLE	101	0.0	0.0	16.8	YawFollowMode	2	0	0	0	98	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	49.73605143127442	0.0	0.0	2.0132475	0.0
12/01/2021 23:25:51	125.919		65	2366	-1300	15915	38.8	15	3985	3978	3979	3972	32.96138129767848	-97.2765760257116	54.461945	112.8	0.0	0.0	15.0	1	1	Landing	12	0	1	54.790028	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1277	1277	5	0	N/A	5039.962	0	IDLE	101	0.0	0.0	16.8	YawFollowMode	2	0	0	0	55	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	49.736076461791995	0.0	0.0	2.0132475	0.0
12/01/2021 23:25:51	126.019		65	2366	-1300	15915	38.8	15	3985	3978	3979	3972	32.96138129764796	-97.27657602561429	54.133858	112.8	0.0	0.0	15.0	1	1	Landing	12	0	1	54.461945	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1277	1277	5	0	N/A	5039.962	0	IDLE	101	0.0	0.0	16.8	YawFollowMode	2	0	0	0	98	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	49.73610774993897	0.0	0.0	2.0132475	0.0
12/01/2021 23:25:51	126.119		65	2366	-1300	15915	38.8	15	3985	3978	3979	3972	32.961381297614096	-97.27657602550613	53.805775	112.8	0.0	0.0	15.0	1	1	Landing	12	0	1	54.133858	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1277	1277	5	0	N/A	5039.962	0	IDLE	101	0.0	0.0	16.8	YawFollowMode	2	0	0	0	100	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	49.736142166900635	0.0	0.0	2.0132475	0.0
12/01/2021 23:25:51	126.219		65	2366	-1300	15915	38.8	15	3985	3978	3979	3972	32.961381297576615	-97.27657602538935	53.477688	112.8	0.0	0.0	15.0	1	1	Landing	12	0	1	53.805775	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1277	1277	5	0	N/A	5039.962	0	IDLE	101	0.0	0.0	16.8	YawFollowMode	2	0	0	0	101	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	49.73617658386231	0.0	0.0	2.0132475	0.0
12/01/2021 23:25:51	126.319		65	2366	-1300	15915	38.8	15	3984	3978	3979	3972	32.96138129753458	-97.27657602526172	53.14961	112.8	0.0	0.0	15.0	1	1	Landing	12	0	1	53.477695	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1277	1277	5	0	N/A	5039.962	0	IDLE	101	0.0	0.0	16.8	YawFollowMode	2	0	0	0	100	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	49.73621725845337	0.0	0.0	2.0132475	0.0
12/01/2021 23:25:51	126.419		65	2366	-1300	15915	38.8	15	3984	3978	3979	3972	32.96138129749174	-97.27657602512579	52.821526	112.8	0.0	0.0	15.0	1	1	Landing	12	0	1	53.14961	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1277	1277	5	0	N/A	5039.962	0	IDLE	101	0.0	0.0	16.8	YawFollowMode	2	0	0	0	99	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	49.736257933044435	0.0	0.0	2.0132475	0.0
12/01/2021 23:25:51	126.519		65	2366	-1300	15915	38.8	15	3984	3978	3979	3972	32.96138129744356	-97.27657602498539	52.49344	112.8	0.0	0.0	15.0	1	1	Landing	12	0	1	52.821526	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1277	1277	5	0	N/A	5045.2417	0	IDLE	101	0.0	0.0	16.8	YawFollowMode	2	0	0	0	98	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	49.736301736450194	0.0	0.0	2.0132475	0.0
12/01/2021 23:25:51	126.619		65	2366	-1300	15915	38.8	15	3984	3978	3979	3972	32.96138129739537	-97.27657602483542	52.16535	112.8	0.0	0.0	15.0	1	1	Landing	12	0	1	52.49344	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1277	1277	5	0	N/A	5045.2417	0	IDLE	101	0.0	0.0	16.8	YawFollowMode	2	0	0	0	104	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	49.73634866867066	0.0	0.0	2.0132475	0.0
12/01/2021 23:25:51	126.719		65	2366	-1315	15914	38.8	15	3984	3978	3979	3972	32.96138129734718	-97.27657602468226	51.837273	112.8	0.0	0.0	15.0	1	1	Landing	12	0	1	52.165356	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1277	1277	5	0	N/A	5045.2417	0	IDLE	101	0.0	0.0	16.8	YawFollowMode	2	0	0	0	98	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	49.736395600891115	0.0	0.0	2.0132475	0.0
12/01/2021 23:25:51	126.819		65	2366	-1315	15914	38.8	15	3984	3978	3979	3972	32.961381297294835	-97.27657602452909	51.509186	112.8	0.0	0.0	15.0	1	1	Landing	12	0	1	51.837273	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1277	1277	5	0	N/A	5045.2417	0	IDLE	101	0.0	0.0	16.8	YawFollowMode	2	0	0	0	102	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	49.736445661926275	0.0	0.0	2.0132475	0.0
12/01/2021 23:25:52	126.919		65	2366	-1315	15914	38.8	15	3984	3978	3979	3972	32.961381297241296	-97.27657602436861	51.181103	112.8	0.0	0.0	15.0	1	1	Landing	12	0	1	51.509186	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1277	1277	5	0	N/A	5045.2417	0	IDLE	101	0.0	0.0	16.9	YawFollowMode	2	0	0	0	99	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	49.73649572296143	0.0	0.0	2.0132475	0.0
12/01/2021 23:25:52	127.019		65	2366	-1315	15914	38.8	15	3984	3978	3979	3972	32.961381297187756	-97.27657602420268	50.85302	112.8	0.0	0.0	15.0	1	1	Landing	12	0	1	51.181103	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1277	1277	5	0	N/A	5045.2417	0	IDLE	101	0.0	0.0	16.9	YawFollowMode	2	0	0	0	99	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	49.73654578399658	0.0	0.0	2.0132475	0.0
12/01/2021 23:25:52	127.119		65	2366	-1315	15914	38.8	15	3984	3978	3979	3972	32.9613812971342	-97.27657602403676	50.524933	112.8	0.0	0.0	15.0	1	1	Landing	12	0	1	50.85302	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1277	1277	5	0	N/A	5045.2417	0	IDLE	101	0.0	0.0	16.9	YawFollowMode	2	0	0	0	100	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	49.73659897384644	0.0	0.0	2.0132475	0.0
12/01/2021 23:25:52	127.219		65	2366	-1315	15914	38.8	15	3984	3978	3979	3972	32.96138129708066	-97.27657602387085	50.19685	112.8	0.0	0.0	15.0	1	1	Landing	12	0	1	50.524937	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1277	1277	5	0	N/A	5045.2417	0	IDLE	101	0.0	0.0	16.9	YawFollowMode	2	0	0	0	99	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	49.736649034881594	0.0	0.0	2.0132475	0.0
12/01/2021 23:25:52	127.319		65	2366	-1315	15914	38.8	15	3985	3978	3979	3972	32.961381297027124	-97.27657602370493	49.868767	112.8	0.0	0.0	15.0	1	1	Landing	12	0	1	50.19685	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1277	1277	5	0	N/A	5045.2417	0	IDLE	101	0.0	0.0	16.9	YawFollowMode	2	0	0	0	100	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	49.736702224731445	0.0	0.0	2.0132475	0.0
12/01/2021 23:25:52	127.419		65	2366	-1315	15914	38.8	15	3985	3978	3979	3972	32.961381296968895	-97.27657602353901	49.540684	112.8	0.0	0.0	15.0	1	1	Landing	12	0	1	49.868767	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1277	1277	5	0	N/A	5045.2417	0	IDLE	101	0.0	0.0	16.9	YawFollowMode	2	0	0	0	101	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	49.736752285766606	0.0	0.0	2.0132475	0.0
12/01/2021 23:25:52	127.519		65	2366	-1315	15914	38.8	15	3985	3978	3979	3972	32.96138129691	-97.27657602337308	49.2126	112.8	0.0	0.0	15.0	1	1	Landing	12	0	1	49.540684	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1277	1277	5	0	N/A	5052.4966	0	IDLE	101	0.0	0.0	16.9	YawFollowMode	2	0	0	0	100	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	49.73680547561646	0.0	0.0	2.0132475	0.0
12/01/2021 23:25:52	127.619		65	2366	-1315	15914	38.8	15	3985	3978	3979	3972	32.9613812968511	-97.27657602320716	48.884514	112.8	0.0	0.0	15.0	1	1	Landing	12	0	1	49.2126	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1277	1277	5	0	N/A	5052.4966	0	IDLE	101	0.0	0.0	16.9	YawFollowMode	2	0	0	0	99	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	49.73685866546631	0.0	0.0	2.0132475	0.0
12/01/2021 23:25:52	127.719		65	2365	-1294	15915	38.8	15	3985	3978	3979	3972	32.9613812967922	-97.27657602304124	48.55643	112.8	0.0	0.0	15.0	1	1	Landing	12	0	1	48.884518	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1277	1277	5	0	N/A	5052.4966	0	IDLE	101	0.0	0.0	16.9	YawFollowMode	2	0	0	0	101	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	49.736911855316166	0.0	0.0	2.0132475	0.0
12/01/2021 23:25:52	127.819		65	2365	-1294	15915	38.8	14	3985	3978	3979	3972	32.96138129673329	-97.27657602287532	48.228348	112.8	0.0	0.0	15.0	1	1	Landing	12	0	1	48.55643	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1277	1277	5	0	N/A	5052.4966	0	IDLE	101	0.0	0.0	16.9	YawFollowMode	2	0	0	0	100	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	49.736965045166016	0.0	0.0	2.0132475	0.0
12/01/2021 23:25:53	127.919		65	2365	-1294	15915	38.8	14	3985	3978	3979	3972	32.9613812966744	-97.2765760227094	47.900265	112.8	0.0	0.0	15.0	1	1	Landing	12	0	1	48.228348	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1277	1277	5	0	N/A	5052.4966	0	IDLE	101	0.0	0.0	16.9	YawFollowMode	2	0	0	0	101	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	49.737018235015874	0.0	0.0	2.0132475	0.0
12/01/2021 23:25:53	128.019		65	2365	-1294	15915	38.8	14	3985	3978	3979	3972	32.96138129661551	-97.27657602254348	47.572178	112.8	0.0	0.0	15.0	1	1	Landing	12	0	1	47.900265	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1277	1277	5	0	N/A	5052.4966	0	IDLE	100	0.0	0.0	16.9	YawFollowMode	2	0	0	0	147	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	49.73706829605103	0.0	0.0	2.0132475	0.0
12/01/2021 23:25:53	128.119		65	2365	-1294	15915	38.8	14	3985	3978	3979	3972	32.9613812965566	-97.27657602237755	47.244095	112.8	0.0	0.0	15.0	1	1	Landing	12	0	1	47.572178	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1277	1277	5	0	N/A	5052.4966	0	IDLE	101	0.0	0.0	16.9	YawFollowMode	2	0	0	0	51	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	49.73712148590088	0.0	0.0	2.0132475	0.0
12/01/2021 23:25:53	128.219		65	2365	-1294	15915	38.8	14	3985	3978	3979	3972	32.96138129650306	-97.27657602221164	46.91601	112.8	0.0	0.0	15.0	1	1	Landing	12	0	1	47.244095	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1277	1277	5	0	N/A	5052.4966	0	IDLE	101	0.0	0.0	16.9	YawFollowMode	2	0	0	0	105	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	49.73717467575074	0.0	0.0	2.0132475	0.0
12/01/2021 23:25:53	128.319		65	2365	-1294	15915	38.8	14	3985	3978	3979	3972	32.96138129644952	-97.27657602204572	46.587925	112.8	0.0	0.0	15.0	1	1	Landing	12	0	1	46.91601	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1277	1277	5	0	N/A	5052.4966	0	IDLE	101	0.0	0.0	16.9	YawFollowMode	2	0	0	0	97	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	49.73722473678589	0.0	0.0	2.0132475	0.0
12/01/2021 23:25:53	128.419		65	2365	-1294	15915	38.8	14	3985	3978	3979	3972	32.96138129644952	-97.27657602204572	46.587925	112.8	0.0	0.0	15.0	1	1	Landing	12	0	1	46.91601	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1277	1277	5	0	N/A	5052.4966	0	IDLE	101	0.0	0.0	16.9	YawFollowMode	2	0	0	0	100	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	49.73722473678589	0.0	0.0	2.0132475	0.0
12/01/2021 23:25:53	128.519		65	2365	-1294	15915	38.8	14	3985	3978	3979	3972	32.96138129639597	-97.2765760218798	46.259846	112.8	0.0	0.0	15.0	1	1	Landing	12	0	1	46.587925	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1277	1277	5	0	N/A	5052.4966	0	IDLE	101	0.0	0.0	16.9	YawFollowMode	2	0	0	0	150	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	49.73727792663574	0.0	0.0	2.0132475	0.0
12/01/2021 23:25:53	128.619		65	2365	-1294	15915	38.8	14	3985	3978	3979	3972	32.96138129634243	-97.27657602171388	45.93176	112.8	0.0	0.0	15.0	1	1	Landing	12	0	1	46.259846	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1277	1277	4	0	N/A	5058.242	0	IDLE	101	0.0	0.0	16.9	YawFollowMode	2	0	0	0	55	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	49.7373279876709	0.0	0.0	2.0132475	0.0
